"","time","num_instructions","location","block","condition","success","participant_id"
"1",9.40358509999987,3,"3",1,"auditory","success",777
"2",4.32120439999971,2,"2",1,"auditory","success",777
"3",5.67532320000009,3,"9",1,"auditory","success",777
"4",2.98203619999958,2,"4",1,"auditory","success",777
"5",4.2793759000001,3,"8",1,"auditory","exFail",777
"6",5.03956229999994,3,"3",1,"auditory","success",777
"7",3.15659210000013,2,"4",1,"auditory","success",777
"8",2.86796600000025,2,"4",1,"auditory","success",777
"9",1.11067589999993,1,"5",1,"auditory","success",777
"10",3.4946417000001,2,"rep_8",1,"auditory","success",777
"11",4.0770335000002,3,"7",2,"auditory","success",777
"12",3.85011080000004,3,"1",2,"auditory","success",777
"13",3.68395209999971,3,"7",2,"auditory","success",777
"14",2.62161530000003,2,"4",2,"auditory","success",777
"15",2.63423190000003,2,"8",2,"auditory","success",777
"16",1.05813009999974,1,"5",2,"auditory","success",777
"17",0.97967349999999,1,"5",2,"auditory","success",777
"18",2.50015660000008,2,"6",2,"auditory","success",777
"19",3.00758559999986,3,"7",2,"auditory","success",777
"20",2.24528529999998,2,"4",3,"auditory","success",777
"21",1.09201330000042,1,"5",3,"auditory","success",777
"22",2.7685591999998,2,"2",3,"auditory","success",777
"23",2.44578789999969,2,"2",3,"auditory","success",777
"24",3.51487139999972,3,"9",3,"auditory","success",777
"25",3.11169019999988,3,"3",3,"auditory","success",777
"26",3.33123720000003,3,"3",3,"auditory","success",777
"27",2.60084280000001,2,"4",3,"auditory","success",777
"28",1.37538760000007,1,"5",3,"auditory","success",777
"29",2.82664279999972,2,"8",4,"auditory","success",777
"30",4.12628200000017,3,"1",4,"auditory","success",777
"31",3.29284860000007,3,"9",4,"auditory","success",777
"32",3.47513009999966,3,"9",4,"auditory","success",777
"33",3.51670979999972,3,"1",4,"auditory","success",777
"34",3.22289359999968,3,"3",4,"auditory","success",777
"35",2.87527219999993,3,"3",4,"auditory","success",777
"36",2.14177280000013,2,"3",4,"auditory","success",777
"37",2.80224520000002,2,"2",4,"auditory","success",777
"38",1.28901790000009,1,"5",5,"auditory","success",777
"39",2.70285290000038,2,"8",5,"auditory","success",777
"40",3.1867314000001,3,"9",5,"auditory","success",777
"41",3.08171400000037,2,"8",5,"auditory","success",777
"42",2.69442190000018,2,"6",5,"auditory","success",777
"43",2.76393929999995,2,"2",5,"auditory","success",777
"44",2.66347059999998,2,"6",5,"auditory","success",777
"45",3.78883580000002,3,"1",5,"auditory","success",777
"46",2.73604569999998,2,"2",5,"auditory","success",777
"47",2.82315590000007,2,"2",6,"auditory","success",777
"48",3.82925660000001,3,"7",6,"auditory","success",777
"49",2.76924329999974,2,"6",6,"auditory","success",777
"50",2.65253469999971,2,"6",6,"auditory","success",777
"51",2.84911140000031,2,"2",6,"auditory","success",777
"52",2.8637219000002,2,"6",6,"auditory","success",777
"53",4.25106230000029,3,"1",6,"auditory","success",777
"54",4.79728449999993,3,"7",6,"auditory","success",777
"55",4.21261709999999,3,"1",6,"auditory","success",777
"56",4.20667839999987,3,"7",7,"auditory","success",777
"57",2.75258280000025,2,"8",7,"auditory","success",777
"58",2.88011909999977,2,"6",7,"auditory","success",777
"59",3.80122070000016,3,"9",7,"auditory","success",777
"60",3.98817319999989,3,"9",7,"auditory","success",777
"61",2.70444399999997,2,"4",7,"auditory","success",777
"62",2.97688359999984,2,"8",7,"auditory","success",777
"63",1.41985939999995,1,"5",7,"auditory","success",777
"64",4.32324909999988,3,"1",7,"auditory","success",777
"65",3.01212319999968,2,"4",8,"auditory","success",777
"66",3.96525259999999,3,"9",8,"auditory","success",777
"67",2.78209740000011,2,"8",8,"auditory","success",777
"68",2.8628990000002,2,"6",8,"auditory","success",777
"69",3.72214609999992,3,"3",8,"auditory","success",777
"70",1.47003100000029,1,"5",8,"auditory","success",777
"71",3.74879889999966,3,"1",8,"auditory","success",777
"72",4.49632959999963,3,"7",8,"auditory","exFail",777
"73",4.41987679999966,3,"7",8,"auditory","success",777
"74",3.75745690000031,3,"rep_7",8,"auditory","success",777
"75",6.14192030000049,3,"7",1,"tactile","success",777
"76",4.91578470000059,3,"9",1,"tactile","success",777
"77",3.42275809999956,2,"2",1,"tactile","success",777
"78",1.7281396999997,1,"5",1,"tactile","success",777
"79",3.61030969999956,2,"2",1,"tactile","success",777
"80",1.63928759999999,1,"5",1,"tactile","success",777
"81",2.79667830000017,1,"6",1,"tactile","fail",777
"82",4.17208349999964,2,"2",1,"tactile","success",777
"83",4.85836310000013,3,"3",1,"tactile","success",777
"84",6.81362979999994,3,"9",2,"tactile","success",777
"85",3.73641070000031,3,"9",2,"tactile","success",777
"86",3.19978110000011,2,"4",2,"tactile","success",777
"87",4.94820580000032,3,"9",2,"tactile","success",777
"88",3.86417660000006,2,"2",2,"tactile","success",777
"89",3.89302969999972,2,"4",2,"tactile","fail",777
"90",3.31304189999992,2,"8",2,"tactile","success",777
"91",4.5570502999999,3,"3",2,"tactile","success",777
"92",3.2288838000004,2,"6",2,"tactile","success",777
"93",4.79364970000006,3,"1",3,"tactile","success",777
"94",3.39960119999978,2,"6",3,"tactile","success",777
"95",3.34300769999936,2,"8",3,"tactile","success",777
"96",3.00594269999965,2,"8",3,"tactile","success",777
"97",1.68316209999921,1,"5",3,"tactile","success",777
"98",4.25571550000041,1,"9",3,"tactile","fail",777
"99",3.19486549999965,2,"2",3,"tactile","success",777
"100",5.51570720000018,3,"1",3,"tactile","success",777
"101",3.60171050000008,2,"8",3,"tactile","success",777
"102",4.91569369999979,3,"9",4,"tactile","success",777
"103",3.90823660000024,2,"4",4,"tactile","success",777
"104",2.76827659999981,1,"9",4,"tactile","fail",777
"105",1.89859109999998,1,"5",4,"tactile","success",777
"106",5.78289469999982,3,"1",4,"tactile","success",777
"107",5.19963459999963,3,"7",4,"tactile","success",777
"108",3.46531709999999,2,"6",4,"tactile","success",777
"109",3.33769590000065,2,"8",4,"tactile","success",777
"110",5.72736879999957,3,"1",4,"tactile","success",777
"111",3.32524310000008,2,"6",5,"tactile","success",777
"112",6.11746120000043,3,"7",5,"tactile","success",777
"113",1.64847199999986,1,"5",5,"tactile","success",777
"114",2.99534229999972,2,"8",5,"tactile","success",777
"115",4.73074970000016,3,"7",5,"tactile","success",777
"116",4.75797240000065,3,"7",5,"tactile","success",777
"117",4.20273420000012,2,"2",5,"tactile","success",777
"118",1.6051424999996,1,"5",5,"tactile","success",777
"119",3.51515039999958,2,"4",5,"tactile","success",777
"120",2.63163890000033,2,"8",6,"tactile","success",777
"121",5.54314040000008,3,"3",6,"tactile","success",777
"122",4.05415209999956,2,"4",6,"tactile","success",777
"123",5.13670920000004,3,"9",6,"tactile","success",777
"124",3.08838540000033,2,"2",6,"tactile","success",777
"125",3.71605230000023,2,"6",6,"tactile","success",777
"126",1.78248930000063,1,"5",6,"tactile","success",777
"127",4.58249890000025,2,"8",6,"tactile","exFail",777
"128",3.31151829999999,2,"6",6,"tactile","success",777
"129",3.94174999999996,2,"rep_8",6,"tactile","success",777
"130",1.86472990000038,1,"5",7,"tactile","success",777
"131",3.68340850000004,3,"7",7,"tactile","success",777
"132",4.83173380000062,3,"3",7,"tactile","success",777
"133",4.99157789999936,3,"1",7,"tactile","success",777
"134",4.9807894000005,3,"3",7,"tactile","success",777
"135",4.04286930000035,2,"6",7,"tactile","success",777
"136",4.95673790000001,3,"3",7,"tactile","success",777
"137",5.43423600000006,3,"1",7,"tactile","success",777
"138",3.84712500000023,2,"4",7,"tactile","success",777
"139",5.61689589999969,3,"3",8,"tactile","success",777
"140",3.69441300000017,2,"4",8,"tactile","success",777
"141",5.34311890000026,3,"1",8,"tactile","success",777
"142",5.70650790000036,3,"7",8,"tactile","success",777
"143",5.35749639999995,3,"7",8,"tactile","success",777
"144",5.68126410000059,3,"1",8,"tactile","success",777
"145",3.05690349999986,2,"2",8,"tactile","success",777
"146",3.3462827000003,2,"4",8,"tactile","success",777
"147",5.21195830000033,3,"3",8,"tactile","success",777
"148",14.4012785999998,3,"1",1,"auditory","success",778
"149",5.84874439999976,2,"2",1,"auditory","success",778
"150",9.25179750000007,3,"1",1,"auditory","success",778
"151",5.7457574,2,"6",1,"auditory","success",778
"152",7.84512689999974,3,"3",1,"auditory","success",778
"153",6.81871760000013,3,"1",1,"auditory","success",778
"154",8.3647691000001,3,"9",1,"auditory","success",778
"155",3.80576340000016,2,"8",1,"auditory","success",778
"156",5.90633930000013,3,"9",1,"auditory","success",778
"157",5.99046349999981,3,"1",2,"auditory","success",778
"158",3.36166370000001,2,"8",2,"auditory","success",778
"159",5.5062184999997,3,"3",2,"auditory","success",778
"160",3.98662590000004,2,"4",2,"auditory","success",778
"161",5.63655930000004,3,"3",2,"auditory","success",778
"162",3.35989250000011,2,"8",2,"auditory","success",778
"163",1.63192040000013,1,"5",2,"auditory","success",778
"164",1.33115159999988,1,"5",2,"auditory","success",778
"165",2.39361890000009,2,"8",2,"auditory","success",778
"166",3.11599630000001,2,"2",3,"auditory","success",778
"167",1.70682790000001,1,"5",3,"auditory","success",778
"168",3.79717840000012,2,"6",3,"auditory","success",778
"169",2.86491239999987,2,"6",3,"auditory","success",778
"170",3.08148540000002,2,"2",3,"auditory","success",778
"171",1.70525840000028,1,"5",3,"auditory","success",778
"172",5.21914759999981,2,"6",3,"auditory","success",778
"173",3.68832109999994,2,"4",3,"auditory","success",778
"174",5.16677630000004,3,"1",3,"auditory","success",778
"175",3.32164419999981,2,"4",4,"auditory","success",778
"176",4.60773270000027,3,"7",4,"auditory","success",778
"177",4.44408419999991,3,"1",4,"auditory","success",778
"178",1.57583029999978,1,"5",4,"auditory","success",778
"179",5.09407439999995,3,"3",4,"auditory","success",778
"180",4.6457860999999,3,"1",4,"auditory","success",778
"181",4.75533769999993,3,"3",4,"auditory","success",778
"182",2.60618250000016,2,"8",4,"auditory","success",778
"183",3.5842791,2,"2",4,"auditory","success",778
"184",4.20214940000005,2,"6",5,"auditory","success",778
"185",4.29084499999999,3,"7",5,"auditory","success",778
"186",2.98097270000017,2,"4",5,"auditory","success",778
"187",4.96851800000013,3,"9",5,"auditory","success",778
"188",4.0125866000003,3,"9",5,"auditory","success",778
"189",14.0887547000002,3,"7",5,"auditory","exFail",778
"190",3.18360410000014,2,"2",5,"auditory","success",778
"191",4.48188759999994,3,"7",5,"auditory","success",778
"192",3.52564249999978,3,"7",5,"auditory","success",778
"193",3.5084168000003,3,"rep_7",5,"auditory","success",778
"194",4.83340159999989,3,"7",6,"auditory","success",778
"195",3.64765530000022,3,"7",6,"auditory","success",778
"196",2.15117899999996,1,"5",6,"auditory","success",778
"197",1.49891370000023,1,"5",6,"auditory","success",778
"198",4.68634259999999,2,"6",6,"auditory","success",778
"199",3.43290490000027,2,"2",6,"auditory","exFail",778
"200",4.85008900000003,3,"9",6,"auditory","success",778
"201",4.54504659999975,3,"9",6,"auditory","success",778
"202",3.59885949999989,2,"4",6,"auditory","success",778
"203",2.84233200000017,2,"rep_2",6,"auditory","success",778
"204",1.63404310000033,1,"5",7,"auditory","success",778
"205",5.35111110000025,3,"1",7,"auditory","success",778
"206",5.13103330000013,3,"9",7,"auditory","success",778
"207",3.1596397000003,2,"6",7,"auditory","success",778
"208",4.78010259999974,3,"3",7,"auditory","success",778
"209",4.49539010000035,3,"7",7,"auditory","success",778
"210",4.74486680000064,3,"3",7,"auditory","success",778
"211",2.58478059999925,2,"2",7,"auditory","success",778
"212",3.99417729999914,3,"3",7,"auditory","success",778
"213",3.24577810000028,2,"4",8,"auditory","success",778
"214",2.80606229999921,2,"8",8,"auditory","exFail",778
"215",3.07960120000007,2,"6",8,"auditory","success",778
"216",2.36219020000044,2,"8",8,"auditory","success",778
"217",4.21296910000001,3,"9",8,"auditory","success",778
"218",3.03197379999983,2,"4",8,"auditory","success",778
"219",2.66132620000008,2,"2",8,"auditory","success",778
"220",3.16672130000006,2,"4",8,"auditory","success",778
"221",2.43551600000046,2,"8",8,"auditory","success",778
"222",2.35197049999988,2,"rep_8",8,"auditory","success",778
"223",8.56667540000035,3,"7",1,"tactile","success",778
"224",4.45994869999959,2,"4",1,"tactile","success",778
"225",3.15356190000057,2,"4",1,"tactile","success",778
"226",3.78209820000029,2,"6",1,"tactile","success",778
"227",5.00537359999998,3,"7",1,"tactile","success",778
"228",3.65136699999948,2,"4",1,"tactile","success",778
"229",3.55143670000052,2,"4",1,"tactile","success",778
"230",4.23228539999945,2,"6",1,"tactile","success",778
"231",1.94296470000063,1,"5",1,"tactile","success",778
"232",2.96460449999995,2,"8",1,"tactile","success",778
"233",3.7440188999999,2,"6",1,"tactile","success",778
"234",6.18078149999928,2,"1",1,"tactile","fail",778
"235",3.29115040000033,2,"8",1,"tactile","success",778
"236",3.18721989999995,2,"4",2,"tactile","success",778
"237",2.1087265999995,1,"5",2,"tactile","success",778
"238",4.05861929999992,2,"6",2,"tactile","success",778
"239",6.34935860000041,3,"7",2,"tactile","fail",778
"240",1.78883000000042,1,"5",2,"tactile","success",778
"241",5.94988629999989,2,"9",2,"tactile","fail",778
"242",4.7432789000004,2,"6",2,"tactile","success",778
"243",7.43340669999998,3,"1",2,"tactile","success",778
"244",3.82055729999956,2,"4",2,"tactile","success",778
"245",7.33884180000041,3,"3",3,"tactile","success",778
"246",4.00391119999949,2,"8",3,"tactile","success",778
"247",7.07167000000027,3,"3",3,"tactile","success",778
"248",3.9789495999994,2,"8",3,"tactile","success",778
"249",5.57290000000012,3,"9",3,"tactile","success",778
"250",5.78101279999919,3,"3",3,"tactile","success",778
"251",5.63191860000006,3,"3",3,"tactile","success",778
"252",3.46411389999957,2,"2",3,"tactile","success",778
"253",3.47777429999951,2,"2",3,"tactile","success",778
"254",4.99868889999925,3,"1",3,"tactile","success",778
"255",3.15190199999961,1,"9",3,"tactile","fail",778
"256",4.42584989999978,2,"8",4,"tactile","success",778
"257",5.89129370000046,3,"7",4,"tactile","exFail",778
"258",4.69027149999965,3,"7",4,"tactile","success",778
"259",3.0470365000001,2,"8",4,"tactile","success",778
"260",5.26067119999971,3,"3",4,"tactile","success",778
"261",4.35168030000023,2,"6",4,"tactile","fail",778
"262",3.74536160000025,2,"6",4,"tactile","success",778
"263",3.57300090000081,2,"2",4,"tactile","success",778
"264",4.3185569999996,2,"6",4,"tactile","success",778
"265",4.59770560000015,3,"rep_7",4,"tactile","success",778
"266",6.07310999999936,3,"9",5,"tactile","success",778
"267",2.6369765999998,1,"5",5,"tactile","fail",778
"268",5.18312770000011,3,"9",5,"tactile","success",778
"269",5.17852579999999,3,"9",5,"tactile","success",778
"270",4.42310749999979,2,"2",5,"tactile","success",778
"271",3.72593950000009,2,"8",5,"tactile","success",778
"272",5.05047569999988,3,"7",5,"tactile","success",778
"273",6.70452000000023,2,"6",5,"tactile","success",778
"274",8.13365479999993,3,"3",5,"tactile","success",778
"275",5.84866160000001,3,"1",6,"tactile","success",778
"276",5.97966350000024,3,"3",6,"tactile","success",778
"277",4.13937110000006,2,"2",6,"tactile","success",778
"278",5.23105050000049,3,"7",6,"tactile","success",778
"279",5.72842000000037,3,"9",6,"tactile","success",778
"280",3.0146593999998,2,"8",6,"tactile","success",778
"281",2.55524830000013,1,"5",6,"tactile","success",778
"282",4.98953939999956,3,"1",6,"tactile","success",778
"283",3.11008129999937,2,"8",6,"tactile","success",778
"284",4.43107700000019,3,"1",7,"tactile","success",778
"285",3.04479380000066,2,"4",7,"tactile","success",778
"286",4.82955320000019,3,"3",7,"tactile","success",778
"287",3.12752899999941,2,"2",7,"tactile","success",778
"288",5.3710917999997,3,"3",7,"tactile","success",778
"289",3.20188850000068,2,"2",7,"tactile","success",778
"290",2.96757119999984,2,"4",7,"tactile","success",778
"291",4.37135949999993,3,"7",7,"tactile","success",778
"292",4.10177320000003,3,"7",7,"tactile","success",778
"293",3.1594868000002,2,"4",8,"tactile","success",778
"294",1.6851472999997,1,"5",8,"tactile","success",778
"295",3.32196810000005,2,"1",8,"tactile","fail",778
"296",5.06755650000014,3,"9",8,"tactile","success",778
"297",1.8615819000006,1,"5",8,"tactile","success",778
"298",5.8439800999995,3,"1",8,"tactile","success",778
"299",3.4195866,2,"2",8,"tactile","success",778
"300",1.89469989999998,1,"4",8,"tactile","exFail",778
"301",1.66432089999944,1,"5",8,"tactile","success",778
"302",3.09030139999959,2,"rep_4",8,"tactile","success",778
